,6.0%,7.0%,8.0%,9.0%,10.0%,11.0%,12.0%,13.0%,14.0%,15.0%,EW,60/40
2010-06-30,0.004143061492038473,0.004287874483165949,0.004487863460068873,0.0060779377944188496,0.007782542615951446,0.00946556854109347,0.011132998937494493,0.012785462854720365,0.014430566202131189,0.016068229881290426,-0.01738168928470999,-0.019232499870626515
2010-07-31,-0.005885558897355944,-0.0063338683929781495,-0.00823465274381882,-0.010998105322114279,-0.013836447463618224,-0.016679034408464605,-0.019494019824552247,-0.02228811771997081,-0.02506618666142548,-0.02783158578788282,0.04184861358024623,0.04566163662975216
2010-08-31,0.026713669006942522,0.03214795378344521,0.035184837177194686,0.03674215260170041,0.03827723087171723,0.039795345283881754,0.04130145565432884,0.04284113544857463,0.044298001558130955,0.04572774955381427,-0.012432954297064022,-0.013672614705522834
2010-09-30,0.014794792669870594,0.016727315299133804,0.020704701471689145,0.024909643813298285,0.029050679399571885,0.0327368994961297,0.03590348234986385,0.03894107800723335,0.04190841303979374,0.04481549222106912,0.05789091596681397,0.05409152993707975
2010-10-31,0.008861514331186635,0.010336366368040003,0.012953702958617095,0.015475104270666075,0.01795446195322002,0.020396110313866244,0.022786445356841392,0.025086102620176024,0.02732807299052526,0.029526601324252683,0.024375257247295994,0.02262510324692655
2010-11-30,-0.005565968899398832,-0.006467292408824585,-0.003572954922608342,-0.0010473037552787483,0.0012309121631976804,0.003415623683862271,0.005304535955766445,0.007129536625612256,0.008909936834527241,0.010656190250167554,-0.003980287825753014,-0.004257058793236501
2010-12-31,-0.004548358784693496,-0.004932748776937955,-0.003223871861461572,-0.0014428647992720848,0.0016860562016784307,0.00567463240020313,0.009689623159817678,0.013575730563527523,0.01736825129947726,0.021092551329279282,0.03313121303533168,0.027826651797299994
2011-01-31,-0.017406204169358584,-0.0202823260556108,-0.022770950982363578,-0.025710465009860472,-0.02854504152898091,-0.03278621508083476,-0.036865720203049845,-0.04081294095176805,-0.04466396939497654,-0.04844279876570936,-0.00020336740082827626,0.01325493072394881
2011-02-28,0.01537988327732478,0.017533478677642322,0.019805958205844704,0.021905702683457134,0.023966292297957964,0.026553118503227793,0.03044074763045578,0.03419517229809517,0.03785460744709595,0.041441974942193066,0.024496123485202345,0.019970949971306284
2011-03-31,0.00595928255272068,0.006959482568268855,0.007678953000347587,0.009755407888223502,0.011453258853717974,0.012773785237485484,0.01403059939284251,0.015243725499746098,0.016426733058842895,0.017586641532648037,0.007714913024136044,-0.0006112098110842012
2011-04-30,0.031574966067621994,0.03680531291732579,0.04162423874069825,0.04567566728315381,0.04940289653249554,0.053491972855877826,0.05798318811489987,0.06239722844720202,0.06669920133035907,0.07091783176811751,0.030116239858219207,0.024981962307409723
2011-05-31,0.004288265408459114,0.005900376179443345,0.006105202669412093,0.004634488140984682,0.0016714595425227116,-0.0013139655980412151,-0.004159762878593389,-0.006909898668376894,-0.009592528635579283,-0.012223770107662183,-0.00496748199135591,0.003005134736649941
2011-06-30,-0.008471250665266827,-0.009551058584625084,-0.010698788166785694,-0.012274666618827984,-0.013333554024373777,-0.014603272931732721,-0.01581348155931289,-0.01698307803282808,-0.01812382849024724,-0.01924241910314473,-0.010455487776972007,-0.012078964279354752
2011-07-31,0.02744360905347256,0.03384320300204909,0.039457206129614404,0.044123498678951,0.04769715918552028,0.051023562541892914,0.05419636362585818,0.057263115529190584,0.060254713232223374,0.06318954665219938,0.0008569183427627955,0.0003486118294994574
2011-08-31,0.04157050766323526,0.0458543572650109,0.050347915079502245,0.0551529565518926,0.060236820609422155,0.06496740679860807,0.06947270543401046,0.07383152385732836,0.07808197751219154,0.08224862786725201,-0.023696530783447495,-0.014493353570423383
2011-09-30,-0.022849265516452957,-0.02764460148705184,-0.0338744154628348,-0.04207780150193328,-0.05041429954321547,-0.05926657458022673,-0.06821670972894782,-0.07686166783065561,-0.08528575019242914,-0.09354766202225928,-0.053984501545306623,-0.03178722640175606
2011-10-31,0.017427419661147137,0.019824994497171802,0.02356973719436109,0.027618238575767864,0.030834422517232472,0.03314695886163193,0.03610978998233545,0.040130585444329715,0.044046601165958,0.047883648153374175,0.06843826404301567,0.059299498555983016
2011-11-30,0.006109468822288678,0.007045733016758606,0.007085003744688912,0.007442235806517895,0.007786940744905774,0.009556572570907439,0.010316708425369107,0.011042413039036345,0.011744280639845896,0.012428529578978033,-0.009546820835299244,0.0005311385116583578
2011-12-31,-0.011254305950156598,-0.012208709847071775,-0.018526190515146007,-0.025432348540691187,-0.03212194456075082,-0.03983956336464471,-0.0471687112189342,-0.054976578386108726,-0.06266251044391256,-0.07004350739216225,0.004304750086019944,0.01468164558213192
2012-01-31,0.03745972986890983,0.04247752470737294,0.04570316668346062,0.05024217860785766,0.054938062103946216,0.060653100030783766,0.06614305397542686,0.07276661942368004,0.07859331991936058,0.08490982969053475,0.04353186119663341,0.030288836341478387
2012-02-29,-0.006713524997306997,-0.009994885601028647,-0.011919562579952407,-0.014127908333684656,-0.016194640869316768,-0.01813254965190395,-0.019357141835666433,-0.020465794733888903,-0.021537541743355624,-0.022582162924586882,0.022416294646435332,0.021293689328868527
2012-03-31,-0.009619513674877879,-0.011185799269638103,-0.011910599433028881,-0.012531244055664149,-0.013020618027567857,-0.013484781029025415,-0.013764053257206471,-0.013578079333519875,-0.013398251737123773,-0.013222954680946952,0.005558519918867889,0.013415046102018156
2012-04-30,0.009332990382953432,0.011552064426739393,0.012417264809032252,0.012510626825401664,0.011414302709933056,0.010380977119324673,0.009388050149105317,0.008454547291059359,0.007054044933785814,0.005629684923532162,-7.822738937852958e-06,0.006214026598069201
2012-05-31,-0.0030155277078194316,-0.004737772373956237,-0.006422866107586219,-0.009476136336991237,-0.013790311646580861,-0.018031363708542955,-0.022104341074244468,-0.02605916546625124,-0.029933054957550383,-0.034525536853901764,-0.03773154361737815,-0.024541755905550695
2012-06-30,0.0035844053602691415,0.0055673606467016475,0.00688306110674056,0.008023765459491416,0.008749163628185055,0.009431705713872694,0.01008864694392399,0.011607932083200746,0.013152002601782157,0.014655861535505212,0.026434634780748756,0.02320372333128611
2012-07-31,0.01453984371019107,0.01420122280465819,0.013575074114127571,0.012944715465202244,0.012725499838873874,0.012484818652109403,0.012260329286601123,0.01204633668797617,0.011839602491983302,0.011638191124587298,0.009777350821197198,0.012827524085489463
2012-08-31,0.010383658994173754,0.01179957597338255,0.013896386089070904,0.015645764610330036,0.01842876992781612,0.021027116339026958,0.023936545424722892,0.02677851908221487,0.0295249350888539,0.03220153954746046,0.015850605331953038,0.014574331546463436
2012-09-30,0.011911811671939073,0.011871882734506851,0.012535809287916776,0.014522590563925861,0.017657854853021234,0.02058625660283418,0.023382626830968384,0.026090169089277287,0.028755916524225513,0.03153296652024484,0.0207177741504009,0.013921857508883395
2012-10-31,-0.004942707791965154,-0.007213491193684353,-0.009011942434372004,-0.010706231415265983,-0.012487384214712356,-0.014267700164333033,-0.015969899394980336,-0.017618741197139715,-0.019045098682585585,-0.02042181960278301,-0.00817011736262089,-0.013325402162091127
2012-11-30,0.009201421989791375,0.007614683193565196,0.006201106944381862,0.004533026357606785,0.0033094508586708794,0.0023038309428449455,0.0018234658786557,0.0013605875635139468,0.0005813918106681295,-0.00021572232620646143,0.009200165898994049,0.007353139934594877
2012-12-31,-0.010699176679008292,-0.012595916700777757,-0.011719851416314535,-0.012335452766675708,-0.01375142783815187,-0.014791693859231679,-0.015776974279457685,-0.01672517516644285,-0.017646772880629737,-0.018549080315491136,0.009687102872007698,0.002328519021709496
2013-01-31,-0.003467353117834498,-0.004451276924555695,-0.005688337232973973,-0.006844019543546829,-0.007951535517186858,-0.008032278491123812,-0.007910326271255059,-0.007713890674771377,-0.007264753426515594,-0.006824948540437073,0.020839861587777127,0.02584466044066227
2013-02-28,-0.002904135956341369,-0.004259533056714912,-0.005986636847235732,-0.009493909079023363,-0.013512710294817643,-0.01727490574995469,-0.02087337817153988,-0.024360294336064313,-0.027807721354370242,-0.03120698217060746,0.0026852328204817824,0.012495746741064996
2013-03-31,0.006687516667122494,0.0070008547758429835,0.009327177939714878,0.010075435697003896,0.010314709231786439,0.010538068585390435,0.010751892201774286,0.010960517576598206,0.01116422606840586,0.011363585908333142,0.017869592794663616,0.02279871759408261
2013-04-30,-9.54783131118641e-05,-0.006867649346387751,-0.010832240043450233,-0.014584513450640272,-0.018207974423069914,-0.021743920530429346,-0.02592376117972833,-0.03020172987460853,-0.03508747013772342,-0.04099641606770514,0.009780399619271976,0.018660899551065
2013-05-31,-0.01840771665475753,-0.0206300623753582,-0.022452236891551937,-0.023546091148438603,-0.02431407092454386,-0.02503812991068742,-0.025735198508229435,-0.02641183472661971,-0.025878350805841784,-0.02494062142050474,-0.00790318176028347,0.0015242115817392307
2013-06-30,-0.035861875833959576,-0.03929002699822996,-0.043521229146234866,-0.04875172341665886,-0.05353265799761464,-0.058052716873973675,-0.06240092540801573,-0.06663166572974868,-0.07077646504761746,-0.07432011839237926,-0.02653842010399171,-0.019195673479691134
2013-07-31,0.021503359769294447,0.02428920253496549,0.02945339385484124,0.035262229628035935,0.0405499362305852,0.045539289720056726,0.05033484287276501,0.05499571149522291,0.05985244649993482,0.06477168632628066,0.03385931005089917,0.030414478286242864
2013-08-31,-0.009725557615914251,-0.012239652100205096,-0.014588506740643865,-0.015157864656300167,-0.015108433252316133,-0.014959208342166647,-0.01481034520241813,-0.014670427413833231,-0.01453115638153792,-0.01439416790857526,-0.015065017205428181,-0.02417629762255611
2013-09-30,0.020347712850558988,0.024679662887977887,0.027733763445103726,0.028554061508948084,0.028928947597461337,0.029281555037003696,0.02961431114755494,0.029946248230983068,0.030267587027199477,0.03058193022756754,0.028073395416257044,0.02773720699831257
2013-10-31,0.009494231695862675,0.009241209028223236,0.009146845280025032,0.009055915723848477,0.008967488228391902,0.008880764463033165,0.00879356254416982,0.008238961872136075,0.007380971754572052,0.006572922074563464,0.023456796542471514,0.029918998488411043
2013-11-30,0.003207109395240977,0.003670589296949275,0.004146469885381832,0.005045295264838201,0.008265297954529493,0.011433143803007488,0.014218864317326989,0.01678918144091648,0.019223245287330278,0.0215612095965037,0.007764809463384467,0.014476208267858625
2013-12-31,-0.0006676438321911045,0.0004208847827235668,0.0019962741747039845,0.004129998615235687,0.006044434229254394,0.005812534492077738,0.0056000564896737225,0.005400389691782953,0.005207637965838016,0.005022469146790799,0.005536584402492925,0.007471883803622957
2014-01-31,0.008782684419838729,0.006097942757056987,0.003627224935015655,0.0012646452780143268,-0.0010288540211655676,-0.003209507128681093,-0.005177590341054885,-0.006957412987133872,-0.008669034824464704,-0.010331775338861184,-0.010023387736480371,-0.008923529280638751
2014-02-28,0.021878458225822572,0.026816999610258685,0.031176416142204396,0.03439886701746951,0.03708283434820868,0.039699017172165355,0.042266787524364524,0.04288083300074397,0.047307043468576865,0.04805823822535203,0.03217592285182201,0.02882034683054173
2014-03-31,-0.009444332256761499,-0.013556370761084492,-0.016752228593492145,-0.01830566695739338,-0.019843063419508818,-0.021334860917927093,-0.02279538957565374,-0.024432207811191348,-0.025651664799981412,-0.027059702932117978,-0.0028359459120608985,0.003045932993145106
2014-04-30,-0.00783620094255915,-0.00616583125424915,-0.007536470441879276,-0.009425337400996794,-0.011131796001152466,-0.01296470184542025,-0.01648738778395489,-0.02394561864903331,-0.025244513959868153,-0.03041706983509186,0.0005803971478354902,0.007375158468263488
2014-05-31,0.01343824317069565,0.018231668970575203,0.022233516482898626,0.02449402762857615,0.025560666037304988,0.026695216718126354,0.026382031477907374,0.021098986433684484,0.024442847311168504,0.02178945357531148,0.014197615131512971,0.02106629065457164
2014-06-30,0.01939849183929203,0.01876901269766995,0.016741067820229237,0.018276894818164635,0.018943602385291518,0.019472226435154016,0.03003351565533264,0.038063246564119156,0.03892900209899647,0.04432425370748157,0.019207575621558025,0.011673010931437843
2014-07-31,-0.021396486189877658,-0.019591759477182977,-0.014304498017591274,-0.014301303163066974,-0.01293758658764748,-0.01006474518085863,-0.02493057864116403,-0.034723322806397124,-0.03396154923590506,-0.03999809418009597,-0.015306166422557922,-0.009138935826546967
2014-08-31,0.028435945465952364,0.031230231421253737,0.03370087950534498,0.036155419033317995,0.038375185769601985,0.0403997988578313,0.04295071414908394,0.044680270435974445,0.04701144376711447,0.048818140107423746,0.025085506311165004,0.03135087598003041
2014-09-30,-0.020223335221122844,-0.01770243249522056,-0.02027672566642765,-0.01837737395347221,-0.015567337749208678,-0.011844849360954486,-0.022878673642890823,-0.03137982733042001,-0.02936387536002975,-0.033660592123735324,-0.025494178574531387,-0.0124555372289894
2014-10-31,0.01567246769153919,0.014984354991897677,0.023903924432933592,0.024197687858024654,0.02364608519582382,0.022187503073739873,0.03213442717554657,0.037636068754973453,0.03800218680314692,0.043482351874135655,0.01582808407724081,0.02055808273709503
2014-11-30,0.016198288272949227,0.018688080559686276,0.022974122391992556,0.025815505614772825,0.02865688883755309,0.031498272060333364,0.031498272060333364,0.031498272060333364,0.03433965528311363,0.03519207024994772,0.008316876811867553,0.02170001912712909
2014-12-31,0.009617477696691938,0.007728080835409201,0.0034356009170156644,0.002164903179678301,0.00012536393119219613,-0.002690125338764711,0.006367987472146355,0.012976657278925633,0.011205370762066607,0.014978936071258551,-0.0016452626162932402,-0.0013924500896992597
2015-01-31,0.019687504716405086,0.015515160520136117,0.011588295565107798,0.00728117848129977,0.0032638108970825955,-0.00048098347366904923,-0.0039945774055497605,-0.006704738514465241,-0.010778771790292149,-0.01378338264213002,0.006001129802014039,-2.0263327129985825e-05
2015-02-28,0.008605634680863056,0.016791557280256046,0.023659693561539186,0.03036229316594964,0.03673471583289015,0.042787324258450124,0.04687415719551058,0.0499795713460329,0.05645115429451876,0.06043122163389795,0.02251414495194458,0.02359087918580624
2015-03-31,-3.9661827065766864e-05,-0.0023042928771253406,-0.004471581957326673,-0.005715656068057038,-0.0069597301787874015,-0.008203804289517766,-0.008203804289517766,-0.008203804289517766,-0.009447878400248131,-0.009821100633467241,-0.00413412157001853,-0.00598995054246536
2015-04-30,-0.01466728431326884,-0.015825391283763042,-0.01522987907758755,-0.015115628763137486,-0.014704601704219944,-0.014043477618954489,-0.017679372248584506,-0.020688885782634503,-0.020235733124438333,-0.02210115177811307,0.003487560066545492,0.003489940299733707
2015-05-31,0.005909507090899513,0.00902506208736361,0.012396126391062023,0.016902065921591353,0.021372832484661167,0.025814619009280317,0.02625242800600614,0.026621182257644895,0.031083938661571997,0.032668663121877856,0.004234895118214836,0.00584273956442658
2015-06-30,-0.012634282750980516,-0.011735685604234894,-0.010548064163859191,-0.00900793506847589,-0.007467805973092587,-0.005927676877709285,-0.005927676877709285,-0.005927676877709285,-0.004387547782325982,-0.003925509053710992,-0.012007863303949137,-0.018221143780215554
2015-07-31,0.018430017228108636,0.02037841603955482,0.02237820792526936,0.025338913353246444,0.028299618781223525,0.031260324209200614,0.031260324209200614,0.031260324209200614,0.0342210296371777,0.03510924126557082,0.0013189652878459537,0.019137444502878596
2015-08-31,-0.02474102694980454,-0.032389151247907706,-0.038378490016400355,-0.04394619692310349,-0.04932592090623092,-0.054563546311148695,-0.05709655269858666,-0.05934075761813258,-0.06461902797949916,-0.06770886515548435,-0.03427532856406935,-0.036502824531135895
2015-09-30,-0.010266904502313417,-0.017442110497352732,-0.020767679261721662,-0.021359787142837476,-0.020259494831654158,-0.019159202520470847,-0.019159202520470847,-0.019159202520470847,-0.018058910209287533,-0.017728822515932535,-0.017443752243374605,-0.008495261530735031
2015-10-31,0.01739990469272456,0.02549395365304291,0.03435676466488274,0.040624765600966596,0.04707511074976736,0.05366155098824138,0.05102850055660921,0.0486926711917056,0.055244134494831204,0.05564401580562133,0.03970280826326461,0.04816172284331381
2015-11-30,-0.0006802645134067937,0.00024496491543940274,0.0013146683557659288,0.002000716040281407,0.0026867637247968857,0.003372811409312364,0.003372811409312364,0.003372811409312364,0.004058859093827843,0.004264673399182487,-0.0023874731357712356,0.0008412896878521089
2015-12-31,-0.0035678836431303597,-0.0051625680754020355,-0.005531374396671659,-0.004580783860068679,-0.003630193323465699,-0.002679602786862719,-0.002679602786862719,-0.002679602786862719,-0.0017290122502597394,-0.0014438350892788455,-0.015461675458763618,-0.012277900980917389
2016-01-31,-0.005796654989869264,-0.011692852196458492,-0.017277305623593957,-0.02120686635655617,-0.02513642708951838,-0.029065987822480596,-0.029065987822480596,-0.029065987822480596,-0.03299554855544281,-0.03417441677533147,-0.02378633880712438,-0.01613100529783815
2016-02-29,0.0023912486206452634,-0.0007937166748235259,-0.0034233151588173834,-0.005002543118530797,-0.006581771078244212,-0.008160999037957625,-0.008160999037957625,-0.008160999037957625,-0.00974022699767104,-0.010213995385585064,0.007089070302625573,0.004697029498130001
2016-03-31,0.017676207598273107,0.023059498125679756,0.028598422236631404,0.033552133158171335,0.03850584407971126,0.043459555001251204,0.043459555001251204,0.043459555001251204,0.04841326592279114,0.04989937919925312,0.04321626550389729,0.040976225274588884
2016-04-30,-0.0019427045757364535,-0.002763365761343861,-0.003085028651368915,-0.0035585498176321285,-0.0040320709838953415,-0.004505592150158555,-0.004505592150158555,-0.004505592150158555,-0.004979113316421768,-0.0051211696663007325,0.010451832913084866,0.0014771431216425322
2016-05-31,0.007348139645806779,0.008213910235023797,0.009412563593318421,0.012375451576190142,0.015338339559061862,0.01830122754193358,0.01830122754193358,0.01830122754193358,0.021264115524805303,0.02215298191966682,0.001730666700932082,0.010132895776907125
2016-06-30,0.027113700403218227,0.028685792727412757,0.03014383010639907,0.030004410942256317,0.029864991778113567,0.029725572613970817,0.029725572613970817,0.029725572613970817,0.029586153449828068,0.02954432770058524,0.017860958874071013,0.014285716821652762
2016-07-31,0.01470264900011113,0.016247217419550937,0.017445709645025523,0.019309706709442768,0.02117370377386001,0.023037700838277258,0.023037700838277258,0.023037700838277258,0.0249016979026945,0.025460897022019674,0.025965625231217024,0.023076651012821126
2016-08-31,-0.004674414577941068,-0.005586638781236827,-0.00710592980294175,-0.008778900005335146,-0.010451870207728545,-0.012124840410121945,-0.012124840410121945,-0.012124840410121945,-0.013797810612515341,-0.014299701673233361,0.0005025101774194726,-0.0033200253655133686
2016-09-30,0.0008078623991080192,0.0016692832470356488,0.0026115004451024593,0.0030966599825739396,0.003581819520045419,0.004066979057516899,0.004066979057516899,0.004066979057516899,0.0045521385949883805,0.004697686456229824,0.005863840817206881,0.0011629981552682357
2016-10-31,-0.015132706384421494,-0.01632252870734399,-0.01711257882924862,-0.01752324287271141,-0.017933906916174205,-0.018344570959637003,-0.018344570959637003,-0.018344570959637003,-0.018755235003099797,-0.018878434216138634,-0.019307876451380962,-0.016728221506467265
2016-11-30,-0.013614102531658852,-0.008812960676529553,-0.004964357085561241,-0.005577657940398292,-0.006190958795235343,-0.006804259650072395,-0.006804259650072395,-0.006804259650072395,-0.007417560504909446,-0.007601550761360561,0.001261441733954101,0.005444375609510117
2016-12-31,0.01077243346185605,0.008798504549222902,0.0074891309478648995,0.008158268107026469,0.00882740526618804,0.00949654242534961,0.00949654242534961,0.00949654242534961,0.010165679584511181,0.010366420732259652,0.010047179434297816,0.011965745450196241
2017-01-31,0.014779194650087778,0.019017727683538363,0.023713941799815542,0.02826388370872895,0.03143283023764291,0.03091618149720389,0.03091618149720389,0.03091618149720389,0.030399532756764873,0.030244538134633167,0.017040758871628252,0.011573744274538765
2017-02-28,0.019439981924923855,0.021176991894727142,0.02410876766290016,0.027035796804196426,0.029929154025590834,0.03266881992403369,0.03266881992403369,0.03266881992403369,0.03540848582247654,0.036230385592009404,0.01987641119156544,0.026153684476319893
2017-03-31,0.010862789210276648,0.015483597629131679,0.01786829025739009,0.020173744634370796,0.021655676174142345,0.02065038991991681,0.02065038991991681,0.02065038991991681,0.01964510366569128,0.019343517789423618,0.005927211881401703,0.0011108567161019155
2017-04-30,0.014570455734901951,0.01651361237319059,0.019117193253840776,0.021875645727239035,0.023958718990435855,0.024322022293742935,0.024322022293742935,0.024322022293742935,0.02468532559705,0.024794316588042126,0.011804224112433627,0.010670880881306211
2017-05-31,0.023996594748949142,0.028323317697258946,0.03270062252088108,0.03813436915154098,0.042004473412623776,0.0433591840353412,0.0433591840353412,0.0433591840353412,0.04471389465805861,0.045120307844873836,0.010627183989461726,0.011735836096020335
2017-06-30,0.000635325976211286,0.001233816413094657,0.0022382504767269598,0.003214502956301237,0.003746425793893969,0.003456268339860701,0.003456268339860701,0.003456268339860701,0.0031661108858274324,0.003079063649617452,0.004592261783123462,0.0017341854744474358
2017-07-31,0.019456628824451285,0.023385418155921607,0.02712674359263989,0.030795823668872388,0.0322391491241233,0.03283535698781331,0.03283535698781331,0.03283535698781331,0.03343156485150332,0.033610427210610326,0.016134272251522933,0.013877469627726846
2017-08-31,0.008075509096509753,0.009133148370669739,0.009506737474490146,0.009905374563978029,0.01115992409461964,0.012604109647660107,0.012604109647660107,0.012604109647660107,0.014048295200700573,0.014481550866612715,0.0075762354545786115,0.007576988594395884
2017-09-30,0.01329111995265319,0.01699913253835144,0.02069956872369794,0.024321782620195645,0.025356823500440703,0.025649920133470713,0.025649920133470713,0.025649920133470713,0.025943016766500723,0.026030945756409726,0.011193734823330977,0.006488946764709347
2017-10-31,0.021523756152118163,0.02712633158540298,0.03173294575605951,0.03630880127064831,0.0398547602112837,0.04311859200319294,0.04311859200319294,0.04311859200319294,0.04638242379510218,0.04736157333267495,0.012104244387837498,0.013206816645527785
2017-11-30,0.010574522909304631,0.014243330054655595,0.016904008466716823,0.019548333031969907,0.021642391380100146,0.023578425200835276,0.023578425200835276,0.023578425200835276,0.025514459021570405,0.02609526916779094,0.011467664518189896,0.017229450778213494
2017-12-31,0.006316272476863085,0.006606891554260822,0.0066774937090121386,0.006713246688581638,0.005546083277389056,0.004018995381018262,0.004018995381018262,0.004018995381018262,0.0024919074846474687,0.0020337811157362306,0.00935570068706243,0.008434917493555672
2018-01-31,0.03488171584154885,0.04600541271471863,0.05562149331644589,0.0651067404215232,0.06992825203016387,0.0734026040980959,0.0734026040980959,0.0734026040980959,0.07687695616602794,0.07791926178640755,0.02598239820006895,0.024910630714974007
2018-02-28,-0.012610029033072297,-0.013857669905322136,-0.015982680835091495,-0.018054535158829602,-0.01841794207775318,-0.01712737165883129,-0.01712737165883129,-0.01712737165883129,-0.015836801239909402,-0.015449630114232837,-0.02353580659480011,-0.026084934074626063
2018-03-31,-0.0036581230458147687,-0.007051015874138121,-0.011633976357502669,-0.01621993190611564,-0.02084634561265681,-0.025591241567474977,-0.025591241567474977,-0.025591241567474977,-0.03033613752229314,-0.031759606308738586,-0.00199080734212715,-0.010256351393380946
2018-04-30,-0.00044007098744892274,0.001968024269316393,0.002640607408217976,0.003306149587052145,0.003958335717923384,0.004238330892653748,0.004238330892653748,0.004238330892653748,0.004518326067384111,0.0046023246198032206,-0.0014909141335026493,-0.0030245544512202743
2018-05-31,0.022657897476053526,0.02694571233492313,0.031078992215563685,0.03507405034535524,0.03885467099252123,0.03607686333071164,0.03607686333071164,0.03607686333071164,0.033299055668902046,0.032465713370359174,0.012991812791617631,0.018444937211048274
2018-06-30,0.0027261926756506818,0.0027303289203814683,0.00206387464001121,0.0013949985102422215,0.0007229875567188006,-6.449129126842145e-05,-6.449129126842145e-05,-6.449129126842145e-05,-0.0008519701392556433,-0.0010882137936518098,-0.003342553986857788,0.005328369575831937
2018-07-31,0.01145479217798813,0.011715875977159881,0.013428541155904456,0.01510830366002427,0.01676382598670571,0.01682202781374848,0.01682202781374848,0.01682202781374848,0.016850494372065577,0.016859034339560708,0.0135023696748649,0.019266138944574736
2018-08-31,0.029490582761865145,0.037081485015537985,0.04324414886167945,0.04928956940128231,0.05528928881862995,0.05527986496473572,0.05527986496473572,0.05527986496473572,0.05498988369116267,0.054902889309090756,0.013354927467130594,0.023376283374667794
